1D 255 -512.000000 260608.000000	[nbin xmin xmax]
177152.000000	263.019141
178176.000000	263.169609
179200.000000	263.222344
180224.000000	263.466875
181248.000000	263.617266
182272.000000	263.763359
183296.000000	263.766406
184320.000000	263.959609
185344.000000	264.117812
186368.000000	264.120156
187392.000000	264.229141
188416.000000	264.221953
189440.000000	264.408984
190464.000000	264.518828
191488.000000	264.398203
192512.000000	264.802656
193536.000000	264.757031
194560.000000	264.775781
195584.000000	264.935156
196608.000000	264.965781
197632.000000	265.143750
198656.000000	265.248203
199680.000000	265.262578
200704.000000	265.322109
201728.000000	265.401953
202752.000000	265.488906
203776.000000	265.462578
204800.000000	265.446328
205824.000000	265.723750
206848.000000	265.749375
207872.000000	265.766250
208896.000000	266.017266
209920.000000	265.948516
210944.000000	265.930391
211968.000000	266.083125
212992.000000	266.285234
214016.000000	266.370703
215040.000000	266.393203
216064.000000	266.214063
217088.000000	266.496797
218112.000000	266.507109
219136.000000	266.608281
220160.000000	266.614844
221184.000000	266.681328
222208.000000	266.731250
223232.000000	266.926797
224256.000000	266.921563
225280.000000	266.860781
226304.000000	266.979141
227328.000000	267.014062
228352.000000	267.001641
229376.000000	267.158203
230400.000000	267.059297
231424.000000	267.132266
232448.000000	267.228516
233472.000000	267.255859
234496.000000	267.168437
235520.000000	267.348281
236544.000000	267.231719
237568.000000	267.431953
238592.000000	267.381562
239616.000000	267.411016
240640.000000	267.425547
241664.000000	267.403359
242688.000000	267.538047
243712.000000	267.540156
244736.000000	267.505156
245760.000000	267.577578
246784.000000	267.635469
247808.000000	267.625703
248832.000000	267.611094
249856.000000	267.766172
250880.000000	267.805625
251904.000000	267.867031
252928.000000	267.882813
253952.000000	267.798828
254976.000000	267.745000
256000.000000	267.816328
257024.000000	267.898438
258048.000000	267.760625
259072.000000	267.901953
260096.000000	267.861328
