# gemitteltes ADC Signal, Zeilen: Messpunkt, Spalten: Kanäle
1.124302	0.304082	0.562746	0.221697	0.429484	0.492378	0.286345	0.409917	0.436601	0.387241	0.334776	0.393134	0.149940	0.232035	0.319412	0.160580	0.368497	0.157098	0.153242	0.138588	0.334689	-0.098093	0.007240	0.344999	0.275579	0.094159	-0.218318	0.068562	-0.269761	0.123946	0.050735	0.101118	-0.237600	0.366081	0.194986	0.107472	0.039475	-0.146618	0.188616	0.221207	-0.113565	0.086710	0.201961	0.229810	-0.030010	0.023293	0.048054	0.166495	-0.106123	0.145881	0.036570	0.141742	-0.236199	-0.304406	-0.284632	0.031460	-0.350584	-0.038438	0.047020	-0.140421	-0.376367	-0.118771	-0.110365	-0.016811	-0.089396	-0.104760	-0.058875	0.206851	0.310892	5.543548	150.230909	7.270166	0.634689	0.450332	0.085717	-0.439577	-0.506808	-0.127200	-0.826535	0.400634	-0.409090	-0.509379	-0.182577	-0.257423	-0.324248	-0.307514	-0.455359	-0.185845	0.023611	-0.170466	-0.447289	-0.410321	-0.576885	-0.299226	-0.491774	-0.260458	-0.444723	-0.432980	-0.427387	-0.330073	-0.693024	-0.554276	-0.589698	-0.558747	-0.406450	-0.620980	-0.566333	-0.248709	-0.426184	-0.406089	-0.387100	-0.616948	-0.504988	-0.656313	-0.463238	-0.270189	-0.622056	-0.150819	-0.400303	-0.185283	-0.489074	-0.662085	-0.350873	-0.446004	-0.668855	-0.811146	-0.668665	0.031286
0.885140	0.163821	0.553354	0.207310	0.158354	0.547921	0.123107	0.433491	0.254382	0.260966	0.370339	0.229896	0.171516	0.158707	0.273057	0.086253	0.325139	0.164689	0.120873	0.143182	0.119502	-0.208385	-0.028126	0.039902	0.282171	0.123728	-0.126811	-0.029741	-0.302130	0.171496	0.055329	0.150667	-0.217022	0.316729	0.204574	0.044134	0.075038	-0.216949	0.080323	0.266760	-0.141938	0.055340	0.031729	0.271367	0.034523	0.132782	0.022678	0.134126	-0.202429	0.122502	-0.005789	0.045437	-0.172664	-0.377734	-0.254064	0.112977	-0.213123	-0.068809	-0.074260	-0.018944	-0.293851	0.011697	-0.100776	-0.008221	0.118994	-0.072194	-0.063272	0.379277	0.647154	6.669021	162.786951	8.075959	0.690232	0.562818	0.210191	-0.292126	-0.404312	0.009262	-0.861901	0.410223	-0.532369	-0.529760	-0.032129	-0.253828	-0.376597	-0.211012	-0.421794	-0.257175	-0.008758	-0.203834	-0.243894	-0.404728	-0.497366	-0.455472	-0.557110	-0.134985	-0.445124	-0.422392	-0.484731	-0.291514	-0.831288	-0.631600	-0.616073	-0.500207	-0.504753	-0.667335	-0.631669	-0.246113	-0.452559	-0.248648	-0.514375	-0.688278	-0.622273	-0.662708	-0.339763	-0.360501	-0.672408	-0.187184	-0.509595	-0.317553	-0.503462	-0.580568	-0.447178	-0.602250	-0.829096	-0.752606	-0.787947	-0.082002
0.887405	0.217036	0.488686	0.169615	0.246533	0.345391	0.165332	0.275917	0.361542	0.224270	0.303673	0.271123	0.102853	0.057077	0.201396	0.074532	0.253478	0.168953	-0.027711	0.056536	0.170719	-0.246079	-0.084802	0.172038	0.162558	-0.078802	-0.167503	-0.100403	-0.260903	0.180755	-0.065283	-0.011902	-0.223748	0.292022	0.103943	-0.007547	-0.090529	-0.283615	-0.032297	0.252043	-0.132680	0.046616	0.017012	0.197708	-0.149025	0.032151	-0.180850	-0.058414	-0.202161	0.005887	0.055417	0.124625	-0.159410	-0.309535	-0.186863	0.101256	-0.441627	-0.089521	-0.158907	-0.133562	-0.366511	-0.083939	-0.094515	-0.061899	-0.065554	-0.003994	-0.173893	0.368555	0.739329	11.946012	164.040965	8.272031	0.613576	0.327321	0.021647	-0.527623	-0.508939	-0.103358	-0.839656	0.293607	-0.473160	-0.549473	-0.292601	-0.278536	-0.281425	-0.398557	-0.533415	-0.143021	-0.061438	-0.302468	-0.340530	-0.477388	-0.564031	-0.366293	-0.648751	-0.202650	-0.392908	-0.506040	-0.501447	-0.270267	-0.919931	-0.587377	-0.651770	-0.618821	-0.492498	-0.691043	-0.598435	-0.406685	-0.468276	-0.347282	-0.444177	-0.645053	-0.487140	-0.725378	-0.355480	-0.388205	-0.669143	-0.178924	-0.495342	-0.261341	-0.426271	-0.643238	-0.499857	-0.722861	-0.734922	-0.868223	-0.692775	-0.049767
0.842474	0.168108	0.378819	0.131677	0.173630	0.247513	-0.049429	0.226989	0.269658	0.126392	0.217783	0.181236	-0.015006	0.002155	0.024597	0.021609	0.123632	0.050095	-0.088626	-0.050333	0.065847	-0.265037	-0.129733	0.056177	0.152592	-0.100756	-0.227419	-0.082397	-0.458682	0.060898	-0.007317	-0.155735	-0.346601	0.294043	-0.007922	-0.008522	-0.049546	-0.259615	0.031663	0.162156	-0.320468	-0.078235	-0.048899	0.139789	-0.246904	0.035171	-0.057950	-0.090358	-0.228112	-0.023061	-0.137366	0.031742	-0.316229	-0.466354	-0.386640	-0.003615	-0.416628	-0.185401	-0.085957	-0.292379	-0.190663	-0.085914	-0.335250	-0.085852	0.064340	-0.199775	-0.138905	0.187760	1.124967	21.404577	159.446583	8.067259	0.553660	0.369303	-0.031276	-0.422704	-0.595829	-0.240198	-1.068403	0.283641	-0.672937	-0.535463	-0.220649	-0.407383	-0.420262	-0.507424	-0.398526	-0.379761	-0.071404	-0.368378	-0.414432	-0.444397	-0.687884	-0.600036	-0.551824	-0.410418	-0.600677	-0.628894	-0.687237	-0.292221	-0.879948	-0.741200	-0.672725	-0.831584	-0.575391	-0.837873	-0.737272	-0.407660	-0.524197	-0.552054	-0.510088	-0.828846	-0.683920	-0.728351	-0.616196	-0.591978	-0.729060	-0.244835	-0.547266	-0.479100	-0.657017	-0.646212	-0.520813	-0.785775	-0.843790	-0.811256	-0.803640	-0.101691
0.736595	-0.114593	0.164050	-0.175001	-0.012169	0.064711	-0.044418	-0.075692	0.020922	-0.037428	0.015001	-0.017549	-0.358646	-0.083743	-0.130233	-0.318036	-0.139090	-0.111727	-0.335364	-0.308060	-0.157913	-0.501784	-0.431415	-0.188562	-0.141099	-0.198642	-0.426205	-0.363101	-0.685439	-0.193831	-0.283026	-0.291583	-0.515416	0.002351	-0.132781	-0.218297	-0.446134	-0.516343	-0.246044	-0.109556	-0.430343	-0.329968	-0.282649	-0.074980	-0.474660	-0.392386	-0.336655	-0.303130	-0.417906	-0.312755	-0.339149	-0.205006	-0.723806	-0.624181	-0.559451	-0.311292	-0.644385	-0.370201	-0.525501	-0.471185	-0.645193	-0.352631	-0.512058	-0.420501	-0.260320	-0.381577	-0.428599	0.134828	2.621487	65.196800	132.154890	6.900442	0.367861	0.059628	-0.361930	-0.814297	-0.487921	-0.647774	-1.067389	0.049890	-0.878715	-0.866117	-0.536318	-0.585190	-0.801865	-0.716200	-0.819090	-0.564560	-0.395065	-0.717014	-0.752079	-0.767059	-0.881674	-0.693926	-0.843516	-0.612201	-0.765496	-1.022484	-0.841068	-0.714783	-1.242569	-1.038886	-0.883498	-0.994406	-0.785166	-1.046648	-0.956038	-0.618433	-0.793911	-0.803786	-0.779802	-1.081577	-0.973614	-0.985079	-0.672124	-0.636917	-0.996776	-0.625438	-1.005792	-0.505058	-0.955702	-1.106735	-0.707610	-0.965579	-1.130487	-1.154897	-1.112316	-0.417360
0.614803	-0.168453	0.138162	-0.288801	-0.194900	-0.000138	-0.207170	-0.159522	-0.121849	-0.130249	-0.085812	-0.112368	-0.305613	-0.323417	0.004719	-0.306961	-0.205937	-0.287465	-0.347265	-0.376905	-0.116868	-0.641558	-0.409351	-0.305359	-0.206947	-0.251503	-0.424121	-0.422955	-0.669369	-0.257681	-0.471751	-0.276512	-0.593252	-0.043517	-0.289538	-0.243186	-0.303191	-0.572201	-0.230973	-0.156423	-0.421265	-0.307904	-0.150695	-0.203765	-0.473575	-0.295396	-0.383522	-0.330017	-0.668569	-0.349632	-0.271131	-0.330794	-0.624819	-0.642077	-0.734191	-0.327190	-0.521421	-0.253232	-0.537403	-0.449121	-0.683069	-0.434463	-0.533950	-0.437398	-0.219274	-0.391481	-0.502439	0.349700	5.027167	140.350733	55.252878	3.119309	0.168147	0.017757	-0.440765	-0.788236	-0.524798	-0.563772	-0.909460	-0.183790	-0.857650	-0.832065	-0.588180	-0.667022	-0.617963	-0.677153	-0.775048	-0.594444	-0.418955	-0.592053	-0.700045	-0.902837	-0.905564	-0.656877	-0.837436	-0.529198	-0.646529	-0.955465	-0.850972	-0.681730	-1.128597	-0.896942	-0.947348	-1.065248	-0.714151	-1.098510	-0.972935	-0.657308	-0.871747	-0.814689	-0.826669	-1.072500	-0.901600	-1.054923	-0.679031	-0.805662	-1.003683	-0.532445	-0.821890	-0.631845	-0.822749	-0.980775	-0.949282	-0.877581	-1.256275	-1.145820	-1.142200	-0.335355
0.836306	0.129973	0.536488	-0.036329	0.372257	0.451136	0.206142	0.358684	0.336417	0.303042	0.292534	0.238006	0.003802	0.021962	0.283165	-0.059484	0.155426	0.183788	-0.054833	-0.021536	0.160579	-0.131344	-0.114921	0.090969	0.131439	0.043926	-0.177643	-0.147506	-0.326987	0.311474	-0.036462	0.023912	-0.277843	0.346817	0.094802	0.110185	-0.031738	-0.207840	0.081439	0.122023	-0.260702	-0.013474	0.035843	0.173582	-0.161163	-0.054912	0.068750	0.040337	-0.261252	0.063679	-0.051626	0.105494	-0.280439	-0.391603	-0.254945	-0.011781	-0.215003	0.058181	-0.093123	-0.174671	-0.245782	-0.019154	-0.236523	0.014874	-0.050719	-0.133015	-0.052165	0.582191	5.628290	163.467340	16.112743	0.972180	0.178861	0.327172	-0.057424	-0.623677	-0.010588	-0.634976	-0.211434	0.125625	-0.526257	-0.456716	-0.278765	-0.435529	-0.181675	-0.465640	-0.535563	-0.285029	-0.119530	-0.371549	-0.420600	-0.402613	-0.627118	-0.432377	-0.546003	-0.245757	-0.466984	-0.489207	-0.701397	-0.263424	-0.891110	-0.641473	-0.688882	-0.627961	-0.534606	-0.824060	-0.669514	-0.391849	-0.439455	-0.378401	-0.480291	-0.728120	-0.616161	-0.753500	-0.392593	-0.481262	-0.595367	-0.329923	-0.443544	-0.343409	-0.528319	-0.788243	-0.527979	-0.593141	-0.915891	-0.699542	-0.882735	-0.150816
1.071842	0.193681	0.504292	0.268138	0.342059	0.403954	0.196922	0.469345	0.385140	0.261854	0.333265	0.403612	0.152425	0.184571	0.221997	0.078150	0.264089	0.181562	0.245638	0.010204	0.184327	-0.115588	-0.144121	0.294537	0.205137	0.059682	-0.004045	-0.079802	-0.304238	0.205352	-0.032694	0.027680	-0.301049	0.326609	0.202466	0.139927	-0.085912	-0.317959	0.097195	0.298618	-0.058133	0.053231	0.096554	0.127400	-0.086466	-0.001194	-0.090319	-0.033817	-0.196545	-0.068417	0.037057	0.103268	-0.149798	-0.292930	-0.278151	0.066912	-0.224222	-0.080908	-0.109335	-0.210863	-0.231025	0.019579	-0.217770	-0.010329	0.167834	-0.149227	0.062492	0.606938	5.613077	163.764815	11.304323	0.884040	0.268543	0.236034	0.010280	-0.606922	-0.090736	-0.659180	-0.259614	-0.085392	-0.606405	-0.467933	-0.231041	-0.306886	-0.270814	-0.457876	-0.381945	-0.323219	-0.132745	-0.227921	-0.328920	-0.414829	-0.673300	-0.395642	-0.607170	-0.225006	-0.385294	-0.411513	-0.486840	-0.341574	-0.743486	-0.626716	-0.541258	-0.609208	-0.476892	-0.614498	-0.608803	-0.296173	-0.340782	-0.439568	-0.460539	-0.710366	-0.551454	-0.623858	-0.422791	-0.471500	-0.598592	-0.257224	-0.518697	-0.243737	-0.556519	-0.694565	-0.396339	-0.580382	-0.727308	-0.671798	-0.829017	-0.006188
0.882559	0.136266	0.494829	0.206727	0.218710	0.453432	0.252394	0.499842	0.247805	0.398246	0.420705	0.335208	0.097008	0.186097	0.212534	-0.007237	0.280600	0.183088	0.045366	0.086655	0.203835	-0.120056	-0.012724	0.151208	0.275594	0.081188	-0.030491	-0.022332	-0.232782	0.005080	0.112688	-0.014750	-0.213609	0.372091	0.274921	0.004590	-0.005465	-0.274475	0.128691	0.257187	-0.100563	0.103708	0.136042	0.248806	-0.127897	0.092240	0.094024	0.078598	-0.194020	0.020022	0.001620	0.241657	-0.079341	-0.352343	-0.219681	0.095411	-0.158760	-0.008453	0.066017	-0.127419	-0.119609	-0.069804	0.004535	0.020168	0.034495	0.001150	0.050032	0.477595	4.783434	143.954153	9.259895	0.540911	0.164175	0.262535	-0.082100	-0.418583	-0.078221	-0.691620	-0.094252	0.104945	-0.505978	-0.462411	-0.211533	-0.128537	-0.230327	-0.384422	-0.341458	-0.171843	-0.058292	-0.273348	-0.306415	-0.250466	-0.484961	-0.332178	-0.532717	-0.129574	-0.346805	-0.494902	-0.370429	-0.308080	-0.722979	-0.555260	-0.686586	-0.709581	-0.439402	-0.604980	-0.660224	-0.302639	-0.463132	-0.305175	-0.521950	-0.760788	-0.539938	-0.531423	-0.266420	-0.369075	-0.536127	-0.268685	-0.454234	-0.254199	-0.497051	-0.633099	-0.407800	-0.477957	-0.665842	-0.755187	-0.694623	-0.121546
1.138075	0.289884	0.583512	0.311394	0.420280	0.404253	0.309109	0.468645	0.336488	0.277138	0.512385	0.242072	0.206670	0.303751	0.342176	0.131396	0.373279	0.222820	0.214968	0.190323	0.336474	-0.113291	-0.004960	0.303827	0.165476	0.165875	0.065185	-0.042540	-0.204039	0.251605	0.118454	0.144862	-0.134916	0.387847	0.323644	0.195171	0.085216	-0.096881	0.166425	0.323892	-0.080811	0.043540	0.227722	0.313513	0.106640	0.173930	-0.044066	0.199249	-0.132310	0.075738	0.053340	0.249421	-0.192456	-0.100823	-0.124005	0.272007	-0.288859	0.032278	0.062792	0.016209	-0.119837	0.035862	-0.082606	0.053906	0.112189	0.048874	0.027826	0.344500	1.716273	56.201677	5.349577	0.199025	-0.018871	0.224345	0.031558	-0.438791	-0.135392	-0.575964	-0.154420	0.100721	-0.457255	-0.398703	-0.045927	-0.170723	-0.218567	-0.318716	-0.272755	-0.188055	-0.011567	-0.213636	-0.167782	-0.337607	-0.418256	-0.330408	-0.459019	-0.010921	-0.434946	-0.280345	-0.375652	-0.217399	-0.654276	-0.494549	-0.410090	-0.590928	-0.363706	-0.448365	-0.495617	-0.260910	-0.427396	-0.391317	-0.443257	-0.637140	-0.397309	-0.503679	-0.352562	-0.228444	-0.592299	-0.141041	-0.306610	-0.102579	-0.420356	-0.620340	-0.361075	-0.478185	-0.588148	-0.723447	-0.632914	0.097008
